Detailed image,Category,Product code,Производитель,Название,Описание,Артикул,Размер,Интерфейс,Подсветка,Вес,Weight
,,,,,,,,,,,
"AS5/1.png///AS5/2.png///AS5/3.png///AS5/4.png
",Девайсы///Подставки для мониторов,AS5,ThunderX3,Подставка для монитора AS5,"Эргономичная подставка для монитора AS5 - обеспечит грамотное распределение места на столе и обеспечит оптимальную высоту монитора.

Особенности:
USB-хаб на три порта
RGB-подсветка через USB-порт (USB адаптер в комплект не входит)
Надежная металлическая конструкция
Резиновые ножки защищают стол от царапин",AS5,60 х 24 х 8 см,3 порта USB3.0,HEX,"1,9 кг","1,9 кг"
