Detailed image,Category,Product code,Производитель,Название,Описание,Артикул,Тип кресла,Серия,Модель,Материал сиденья,Цвет обивки,Подлокотники,Тип спинки,Откидывание спинки,Допустимая нагрузка (кг),Функция кресла-качалки,Гарантия,Вес,Вес в упаковке,Размер в упаковке,Weight
"VERONA-PRO-V2-CB/1.jpg///VERONA-PRO-V2-CB/2.jpg///VERONA-PRO-V2-CB/3.jpg///VERONA-PRO-V2-CB/4.jpg///VERONA-PRO-V2-CB/5.jpg
",Игровые кресла///Arozzi,VERONA-PRO-V2-CB,Arozzi,Arozzi Verona Pro - Carbon black ,,VERONA-PRO-V2-CB,кресло игровое,Verona ,Pro ,"
экокожа","
черный","
регулируются",Высокая,до 165 градусов,130 кг,Есть,12 мес.,22 кг,26 кг,83 x 65 x 32 см,26 кг
"ENZO-GN/1.jpg///ENZO-GN/2.jpg///ENZO-GN/3.jpg///ENZO-GN/4.jpg///ENZO-GN/5.jpg///ENZO-GN/6.jpg
",Игровые кресла///Arozzi, ENZO-GN,Arozzi,Arozzi Enzo - Green ,, ENZO-GN,кресло игровое, Enzo,,"
экокожа",черный-зеленый,не регулируются,Высокая,нет,105 кг,Есть,12 мес.,15 кг,17 кг,79 x 32 x 64 cm,17 кг
"ENZO-OR/1.jpg///ENZO-OR/2.jpg///ENZO-OR/3.jpg///ENZO-OR/4.jpg///ENZO-OR/5.jpg///ENZO-OR/6.jpg
",Игровые кресла///Arozzi,ENZO-OR,Arozzi,Arozzi Enzo - Orange ,,ENZO-OR,кресло игровое, Enzo,,"
экокожа",черный-оранжевый,не регулируются,Высокая,нет,105 кг,Есть,12 мес.,15 кг,17 кг,79 x 32 x 64 cm,17 кг
"ENZO-RD/1.jpg///ENZO-RD/2.jpg///ENZO-RD/3.jpg///ENZO-RD/4.jpg///ENZO-RD/5.jpg
",Игровые кресла///Arozzi,ENZO-RD,Arozzi,Arozzi Enzo - Red,,ENZO-RD,кресло игровое, Enzo,,экокожа,"черный-красный",не регулируются,Высокая,нет,105 кг,Есть,12 мес.,15 кг,17 кг,79 x 32 x 64 cm,17 кг
"ENZO-WH/1.jpg///ENZO-WH/2.jpg///ENZO-WH/3.jpg///ENZO-WH/4.jpg///ENZO-WH/5.jpg
",Игровые кресла///Arozzi,ENZO-WH,Arozzi,Arozzi Enzo - White ,,ENZO-WH,кресло игровое, Enzo,,экокожа,"
черный-белый",не регулируются,Высокая,нет,105 кг,Есть,12 мес.,15 кг,17 кг,79 x 32 x 64 cm,17 кг
"ENZO-BL/1.jpg///ENZO-BL/2.jpg///ENZO-BL/3.jpg///ENZO-BL/4.jpg///ENZO-BL/5.jpg///ENZO-BL/6.jpg
",Игровые кресла///Arozzi,ENZO-BL,Arozzi,Arozzi Enzo - Blue,,ENZO-BL,кресло игровое, Enzo,,экокожа,"
черный-синий",не регулируются,Высокая,нет,105 кг,Есть,12 мес.,15 кг,17 кг,79 x 32 x 64 cm,17 кг
"MEZZO-V2-BLACK/1.jpg///MEZZO-V2-BLACK/2.jpg///MEZZO-V2-BLACK/3.jpg///MEZZO-V2-BLACK/4.jpg///MEZZO-V2-BLACK/5.jpg///MEZZO-V2-BLACK/6.jpg///MEZZO-V2-BLACK/7.jpg///MEZZO-V2-BLACK/8.jpg
",Игровые кресла///Arozzi,MEZZO-V2-BLACK,Arozzi,Arozzi Mezzo V2 Black,,MEZZO-V2-BLACK,кресло игровое,Mezzo , V2 ,экокожа,черный,регулируются,Высокая,до 165 градусов,120 кг,Есть,12 мес.,23 кг,27 кг,86 x 69 x 35 cm,27 кг
"MEZZO-V2-BLUE/1.jpg///MEZZO-V2-BLUE/2.jpg///MEZZO-V2-BLUE/3.jpg///MEZZO-V2-BLUE/4.jpg///MEZZO-V2-BLUE/5.jpg
",Игровые кресла///Arozzi,MEZZO-V2-BLUE,Arozzi,Arozzi Mezzo V2 Blue,,MEZZO-V2-BLUE,кресло игровое,Mezzo, V2,экокожа,черный-синий,"
регулируются",Высокая,до 165 градусов,120 кг,Есть,12 мес.,23 кг,27 кг,86 x 69 x 35 cm,27 кг
"MEZZO-V2-FB-BLACK/1.jpg///MEZZO-V2-FB-BLACK/2.jpg///MEZZO-V2-FB-BLACK/3.jpg///MEZZO-V2-FB-BLACK/4.jpg///MEZZO-V2-FB-BLACK/5.jpg
",Игровые кресла///Arozzi,MEZZO-V2-FB-BLACK,Arozzi,Arozzi Mezzo V2 Fabric Black ,,MEZZO-V2-FB-BLACK,кресло игровое,Mezzo,V2 Fabric,текстиль,черный,"
регулируются",Высокая,до 165 градусов,120 кг,Есть,12 мес.,23 кг,27 кг,86 x 69 x 35 cm,27 кг
"MEZZO-V2-FB-BLUE/1.jpg///MEZZO-V2-FB-BLUE/2.jpg///MEZZO-V2-FB-BLUE/3.jpg///MEZZO-V2-FB-BLUE/4.jpg///MEZZO-V2-FB-BLUE/5.jpg
",Игровые кресла///Arozzi,MEZZO-V2-FB-BLUE,"Arozzi
",Arozzi Mezzo V2 Fabric Blue ,,MEZZO-V2-FB-BLUE,кресло игровое,Mezzo,V2 Fabric,текстиль,черный-синий,"
регулируются",Высокая,до 165 градусов,120 кг,Есть,12 мес.,23 кг,27 кг,86 x 69 x 35 cm,27 кг
"MEZZO-V2-FB-RED/1.jpg///MEZZO-V2-FB-RED/2.jpg///MEZZO-V2-FB-RED/3.jpg///MEZZO-V2-FB-RED/4.jpg///MEZZO-V2-FB-RED/5.jpg
",Игровые кресла///Arozzi,MEZZO-V2-FB-RED,Arozzi, Arozzi Mezzo V2 Fabric Red ,,MEZZO-V2-FB-RED,кресло игровое,Mezzo,V2 Fabric,текстиль,черный-красный,регулируются,Высокая,до 165 градусов,120 кг,Есть,12 мес.,23 кг,27 кг,86 x 69 x 35 cm,27 кг
"MEZZO-V2-FB-WHITE/1.jpg///MEZZO-V2-FB-WHITE/2.jpg///MEZZO-V2-FB-WHITE/3.jpg///MEZZO-V2-FB-WHITE/4.jpg///MEZZO-V2-FB-WHITE/5.jpg
",Игровые кресла///Arozzi,MEZZO-V2-FB-WHITE,Arozzi,Arozzi Mezzo V2 Fabric White ,,MEZZO-V2-FB-WHITE,кресло игровое,Mezzo,V2 Fabric,текстиль,"
черный-белый","
регулируются",Высокая,до 165 градусов,120 кг,Есть,12 мес.,23 кг,27 кг,86 x 69 x 35 cm,27 кг
"MEZZO-V2-RED/1.jpg///MEZZO-V2-RED/2.jpg///MEZZO-V2-RED/3.jpg///MEZZO-V2-RED/4.jpg///MEZZO-V2-RED/5.jpg///MEZZO-V2-RED/6.jpg///MEZZO-V2-RED/7.jpg///MEZZO-V2-RED/8.jpg
",Игровые кресла///Arozzi,MEZZO-V2-RED,Arozzi,Arozzi Mezzo V2 Red ,,MEZZO-V2-RED,кресло игровое,Mezzo, V2,экокожа,черный-красный,"
регулируются",Высокая,до 165 градусов,120 кг,Есть,12 мес.,23 кг,27 кг,86 x 69 x 35 cm,27 кг
"MEZZO-V2-WHITE/1.jpg///MEZZO-V2-WHITE/2.jpg///MEZZO-V2-WHITE/3.jpg///MEZZO-V2-WHITE/4.jpg///MEZZO-V2-WHITE/5.jpg///MEZZO-V2-WHITE/6.jpg///MEZZO-V2-WHITE/7.jpg///MEZZO-V2-WHITE/8.jpg
",Игровые кресла///Arozzi,MEZZO-V2-WHITE,Arozzi,Arozzi Mezzo V2 White ,,MEZZO-V2-WHITE,кресло игровое,Mezzo, V2,экокожа,черный-белый,регулируются,Высокая,до 165 градусов,120 кг,Есть,12 мес.,23 кг,27 кг,86 x 69 x 35 cm,27 кг
"MEZZO-WT/1.jpg///MEZZO-WT/2.jpg///MEZZO-WT/3.jpg///MEZZO-WT/4.jpg///MEZZO-WT/5.jpg
",Игровые кресла///Arozzi,MEZZO-WT,Arozzi,"Arozzi Mezzo White 
",,MEZZO-WT,кресло игровое,Mezzo,,экокожа,черный-белый,"
регулируются",Высокая,до 165 градусов,120 кг,Есть,12 мес.,23 кг,27 кг,86 x 69 x 35 cm,27 кг
"MILANO-BK/1.jpg///MILANO-BK/2.jpg///MILANO-BK/3.jpg///MILANO-BK/4.jpg///MILANO-BK/5.jpg///MILANO-BK/6.jpg///MILANO-BK/7.jpg
",Игровые кресла///Arozzi,MILANO-BK,Arozzi, Arozzi Milano - Black ,,MILANO-BK,кресло игровое,Milano,,экокожа,черный,не регулируются,Средяя,нет,95 кг,Есть,12 мес.,17.2 кг,20.5 кг,83 x 65 x 32 cm,20.5 кг
"MILANO-BL/1.jpg///MILANO-BL/2.jpg///MILANO-BL/3.jpg///MILANO-BL/4.jpg///MILANO-BL/5.jpg///MILANO-BL/6.jpg///MILANO-BL/7.jpg
",Игровые кресла///Arozzi,MILANO-BL,Arozzi,Arozzi Milano - Blue ,,MILANO-BL,кресло игровое,Milano,,экокожа,черный-синий,не регулируются,Средяя,нет,95 кг,Есть,12 мес.,17.2 кг,20.5 кг,83 x 65 x 32 cm,20.5 кг
"MILANO-GN/1.jpg///MILANO-GN/2.jpg///MILANO-GN/3.jpg///MILANO-GN/4.jpg///MILANO-GN/5.jpg///MILANO-GN/6.jpg
",Игровые кресла///Arozzi,MILANO-GN,Arozzi,Arozzi Milano - Green ,,MILANO-GN,кресло игровое,Milano,,экокожа,черный-зеленый,не регулируются,Средяя,нет,95 кг,Есть,12 мес.,17.2 кг,20.5 кг,83 x 65 x 32 cm,20.5 кг
"MILANO-RD/1.jpg///MILANO-RD/2.jpg///MILANO-RD/3.jpg///MILANO-RD/4.jpg///MILANO-RD/5.jpg///MILANO-RD/6.jpg
",Игровые кресла///Arozzi,MILANO-RD,Arozzi,Arozzi Milano - Red ,,MILANO-RD,кресло игровое,Milano,,экокожа,черный-красный,не регулируются,Средяя,нет,95 кг,Есть,12 мес.,17.2 кг,20.5 кг,83 x 65 x 32 cm,20.5 кг
"MILANO-WT/1.jpg///MILANO-WT/2.jpg///MILANO-WT/3.jpg///MILANO-WT/4.jpg///MILANO-WT/5.jpg///MILANO-WT/6.jpg///MILANO-WT/7.jpg
",Игровые кресла///Arozzi,MILANO-WT,Arozzi, Arozzi Milano - White ,,MILANO-WT,кресло игровое,Milano,,экокожа,черный-белый,не регулируются,Средяя,нет,95 кг,Есть,12 мес.,17.2 кг,20.5 кг,83 x 65 x 32 cm,20.5 кг
"MONZA-GN/1.jpg///MONZA-GN/2.jpg///MONZA-GN/3.jpg///MONZA-GN/4.jpg
",Игровые кресла///Arozzi,MONZA-GN,Arozzi,Arozzi Monza - Green ,,MONZA-GN,кресло игровое,Monza ,,"
экокожа","
черный-зеленый","
не регулируются",Средяя,нет,95 кг,Есть,12 мес.,15 кг,17 кг,79 x 32 x 64 cm,17 кг
"MONZA-OR/1.jpg///MONZA-OR/2.jpg///MONZA-OR/3.jpg///MONZA-OR/4.jpg///MONZA-OR/5.jpg
",Игровые кресла///Arozzi,MONZA-OR,Arozzi,Arozzi Monza - Orange ,,MONZA-OR,кресло игровое,Monza ,,"
экокожа","
черный-оранжевый","
не регулируются",Средяя,нет,95 кг,Есть,12 мес.,15 кг,17 кг,79 x 32 x 64 cm,17 кг
"MONZA-PK/1.jpg///MONZA-PK/2.jpg///MONZA-PK/3.jpg///MONZA-PK/4.jpg///MONZA-PK/5.jpg
",Игровые кресла///Arozzi,MONZA-PK,Arozzi,Arozzi Monza - Pink ,,MONZA-PK,кресло игровое,Monza ,,экокожа,"
черный-розовый","
не регулируются",Средяя,нет,95 кг,Есть,12 мес.,15 кг,17 кг,79 x 32 x 64 cm,17 кг
"MONZA-RD/1.jpg///MONZA-RD/2.jpg///MONZA-RD/3.jpg///MONZA-RD/4.jpg///MONZA-RD/5.jpg
",Игровые кресла///Arozzi,MONZA-RD,Arozzi,Arozzi Monza - Red ,,MONZA-RD,кресло игровое,Monza ,,экокожа,черный-красный,не регулируются,Средяя,нет,95 кг,Есть,12 мес.,15 кг,17 кг,79 x 32 x 64 cm,17 кг
"TORRETTA-AZ/1.jpg///TORRETTA-AZ/2.jpg///TORRETTA-AZ/3.jpg///TORRETTA-AZ/4.jpg///TORRETTA-AZ/5.jpg///TORRETTA-AZ/6.jpg
",Игровые кресла///Arozzi,TORRETTA-AZ,Arozzi,Arozzi Torretta Azure V2 ,,TORRETTA-AZ,кресло игровое,Torretta ,V2 ,текстиль,голубой-черный,"
регулируются",Высокая,до 155 градусов,100 кг,Есть,12 мес.,21 кг,24.5 кг,88 x 71 x 39 cm,24.5 кг
"TORRETTA-BK/1.jpg///TORRETTA-BK/2.jpg///TORRETTA-BK/3.jpg///TORRETTA-BK/4.jpg///TORRETTA-BK/5.jpg
",Игровые кресла///Arozzi,TORRETTA-BK,Arozzi,Arozzi Torretta Black V2 ,,TORRETTA-BK,кресло игровое,Torretta ,V2 ,текстиль,черный,регулируются,Высокая,до 155 градусов,100 кг,Есть,12 мес.,21 кг,24.5 кг,88 x 71 x 39 cm,24.5 кг
"TORRETTA-BL/1.jpg///TORRETTA-BL/2.jpg///TORRETTA-BL/3.jpg///TORRETTA-BL/4.jpg///TORRETTA-BL/5.jpg///TORRETTA-BL/6.jpg
",Игровые кресла///Arozzi,TORRETTA-BL,Arozzi,Arozzi Torretta Blue V2,,TORRETTA-BL,кресло игровое,Torretta ,V2 ,текстиль,черный-синий,регулируются,Высокая,до 155 градусов,100 кг,Есть,12 мес.,21 кг,24.5 кг,88 x 71 x 39 cm,24.5 кг
"TORRETTA-GY/1.jpg///TORRETTA-GY/2.jpg///TORRETTA-GY/3.jpg///TORRETTA-GY/4.jpg///TORRETTA-GY/5.jpg
",Игровые кресла///Arozzi,TORRETTA-GY ,Arozzi,Arozzi Torretta Grey V2 ,,TORRETTA-GY ,кресло игровое,Torretta ,V2 ,текстиль,черный-серый,регулируются,Высокая,до 155 градусов,100 кг,Есть,12 мес.,21 кг,24.5 кг,88 x 71 x 39 cm,24.5 кг
"TORRETTA-OR/1.jpg///TORRETTA-OR/2.jpg///TORRETTA-OR/3.jpg///TORRETTA-OR/4.jpg///TORRETTA-OR/5.jpg
",Игровые кресла///Arozzi,TORRETTA-OR,Arozzi,Arozzi Torretta Orange V2 ,,TORRETTA-OR,кресло игровое,Torretta ,V2 ,текстиль,черный-оранжевый,"регулируются",Высокая,до 155 градусов,100 кг,Есть,12 мес.,21 кг,24.5 кг,88 x 71 x 39 cm,24.5 кг
"TORRETTA-RD/1.jpg///TORRETTA-RD/2.jpg///TORRETTA-RD/3.jpg///TORRETTA-RD/4.jpg///TORRETTA-RD/5.jpg///TORRETTA-RD/6.jpg
",Игровые кресла///Arozzi,TORRETTA-RD,Arozzi,Arozzi Torretta Red V2 ,,TORRETTA-RD,кресло игровое,Torretta ,V2 ,текстиль,черный-красный,регулируются,Высокая,до 155 градусов,100 кг,Есть,12 мес.,21 кг,24.5 кг,88 x 71 x 39 cm,24.5 кг
"TORRETTA-XLF-AZ/1.jpg///TORRETTA-XLF-AZ/2.jpg///TORRETTA-XLF-AZ/3.jpg///TORRETTA-XLF-AZ/4.jpg///TORRETTA-XLF-AZ/5.jpg///TORRETTA-XLF-AZ/6.jpg
",Игровые кресла///Arozzi,TORRETTA-XLF-AZ,Arozzi,Arozzi Torretta XL-Fabric Azure ,,TORRETTA-XLF-AZ,кресло игровое,Torretta ,XL,текстиль,черый-голубой,регулируются,Высокая,до 155 градусов,120 кг,Есть,12 мес.,22 кг,25.5 кг,88 x 74 x 39 cm,25.5 кг
"TORRETTA-XLF-BK/1.jpg///TORRETTA-XLF-BK/2.jpg///TORRETTA-XLF-BK/3.jpg///TORRETTA-XLF-BK/4.jpg///TORRETTA-XLF-BK/5.jpg///TORRETTA-XLF-BK/6.jpg
",Игровые кресла///Arozzi,TORRETTA-XLF-BK,Arozzi,Arozzi Torretta XL-Fabric Black ,,TORRETTA-XLF-BK,кресло игровое,Torretta ,XL,текстиль,черный,регулируются,Высокая,до 155 градусов,120 кг,Есть,12 мес.,22 кг,25.5 кг,88 x 74 x 39 cm,25.5 кг
"TORRETTA-XLF-BL/1.jpg///TORRETTA-XLF-BL/2.jpg///TORRETTA-XLF-BL/3.jpg///TORRETTA-XLF-BL/4.jpg///TORRETTA-XLF-BL/5.jpg///TORRETTA-XLF-BL/6.jpg
",Игровые кресла///Arozzi,TORRETTA-XLF-BL,Arozzi,Arozzi Torretta XL-Fabric Blue ,,TORRETTA-XLF-BL,кресло игровое,Torretta ,XL,текстиль,черный-синий,регулируются,Высокая,до 155 градусов,120 кг,Есть,12 мес.,22 кг,25.5 кг,88 x 74 x 39 cm,25.5 кг
"TORRETTA-XLF-GN/1.jpg///TORRETTA-XLF-GN/2.jpg///TORRETTA-XLF-GN/3.jpg///TORRETTA-XLF-GN/4.jpg///TORRETTA-XLF-GN/5.jpg///TORRETTA-XLF-GN/6.jpg
",Игровые кресла///Arozzi,TORRETTA-XLF-GN,Arozzi,Arozzi Torretta XL-Fabric Green ,,TORRETTA-XLF-GN,кресло игровое,Torretta ,XL,текстиль,черный-зеленый,регулируются,Высокая,до 155 градусов,120 кг,Есть,12 мес.,22 кг,25.5 кг,88 x 74 x 39 cm,25.5 кг
"TORRETTA-XLF-GY/1.jpg///TORRETTA-XLF-GY/2.jpg///TORRETTA-XLF-GY/3.jpg///TORRETTA-XLF-GY/4.jpg///TORRETTA-XLF-GY/5.jpg///TORRETTA-XLF-GY/6.jpg
",Игровые кресла///Arozzi,TORRETTA-XLF-GY,Arozzi,Arozzi Torretta XL-Fabric Grey ,,TORRETTA-XLF-GY,кресло игровое,Torretta ,XL,текстиль,черный-серый,регулируются,Высокая,до 155 градусов,120 кг,Есть,12 мес.,22 кг,25.5 кг,88 x 74 x 39 cm,25.5 кг
"TORRETTA-XLF-OR/1.jpg///TORRETTA-XLF-OR/2.jpg///TORRETTA-XLF-OR/3.jpg///TORRETTA-XLF-OR/4.jpg///TORRETTA-XLF-OR/5.jpg///TORRETTA-XLF-OR/6.jpg
",Игровые кресла///Arozzi,TORRETTA-XLF-OR,Arozzi,Arozzi Torretta XL-Fabric Orange ,,TORRETTA-XLF-OR,кресло игровое,Torretta ,XL,текстиль,черный-оранжевый,регулируются,Высокая,до 155 градусов,120 кг,Есть,12 мес.,22 кг,25.5 кг,88 x 74 x 39 cm,25.5 кг
"TORRETTA-XLF-RD/1.jpg///TORRETTA-XLF-RD/2.jpg///TORRETTA-XLF-RD/3.jpg///TORRETTA-XLF-RD/4.jpg///TORRETTA-XLF-RD/5.jpg///TORRETTA-XLF-RD/6.jpg
",Игровые кресла///Arozzi,TORRETTA-XLF-RD,Arozzi,Arozzi Torretta XL-Fabric Red ,,TORRETTA-XLF-RD,кресло игровое,Torretta ,XL,текстиль,черный-красный,регулируются,Высокая,до 155 градусов,120 кг,Есть,12 мес.,22 кг,25.5 кг,88 x 74 x 39 cm,25.5 кг
"VERNAZZA-BK/1.jpg///VERNAZZA-BK/2.jpg///VERNAZZA-BK/3.jpg///VERNAZZA-BK/4.jpg///VERNAZZA-BK/5.jpg///VERNAZZA-BK/6.jpg
",Игровые кресла///Arozzi,VERNAZZA-BK,Arozzi,Arozzi Vernazza Black ,,VERNAZZA-BK,кресло игровое,Vernazza ,,экокожа,черный,регулируются,Высокая,до 165 градусов,145 кг,Есть,12 мес.,26 кг,28.5 кг,86 x 69 x 35 cm,28.5 кг
"VERNAZZA-BL/1.jpg///VERNAZZA-BL/2.jpg///VERNAZZA-BL/3.jpg///VERNAZZA-BL/4.jpg///VERNAZZA-BL/5.jpg
",Игровые кресла///Arozzi,VERNAZZA-BL,Arozzi,Arozzi Vernazza Blue ,,VERNAZZA-BL,кресло игровое,Vernazza ,,экокожа,черный-синий,регулируются,Высокая,до 165 градусов,145 кг,Есть,12 мес.,26 кг,28.5 кг,86 x 69 x 35 cm,28.5 кг
"VERNAZZA-GN/1.jpg///VERNAZZA-GN/2.jpg///VERNAZZA-GN/3.jpg///VERNAZZA-GN/4.jpg///VERNAZZA-GN/5.jpg
",Игровые кресла///Arozzi,VERNAZZA-GN,Arozzi,Arozzi Vernazza Green ,,VERNAZZA-GN,кресло игровое,Vernazza ,,экокожа,черный-зеленый,регулируются,Высокая,до 165 градусов,145 кг,Есть,12 мес.,26 кг,28.5 кг,86 x 69 x 35 cm,28.5 кг
"VERNAZZA-OR/1.jpg///VERNAZZA-OR/2.jpg///VERNAZZA-OR/3.jpg///VERNAZZA-OR/4.jpg///VERNAZZA-OR/5.jpg
",Игровые кресла///Arozzi,VERNAZZA-OR,Arozzi,Arozzi Vernazza Orange ,,VERNAZZA-OR,кресло игровое,Vernazza ,,экокожа,черный-оранжевый,регулируются,Высокая,до 165 градусов,145 кг,Есть,12 мес.,26 кг,28.5 кг,86 x 69 x 35 cm,28.5 кг
"VERNAZZA-RD/1.jpg///VERNAZZA-RD/2.jpg///VERNAZZA-RD/3.jpg///VERNAZZA-RD/4.jpg///VERNAZZA-RD/5.jpg
",Игровые кресла///Arozzi,VERNAZZA-RD,Arozzi,Arozzi Vernazza Red,,VERNAZZA-RD,кресло игровое,Vernazza ,,экокожа,черный-красный,регулируются,Высокая,до 165 градусов,145 кг,Есть,12 мес.,26 кг,28.5 кг,86 x 69 x 35 cm,28.5 кг
"VERNAZZA-WT/1.jpg///VERNAZZA-WT/2.jpg///VERNAZZA-WT/3.jpg///VERNAZZA-WT/4.jpg///VERNAZZA-WT/5.jpg
",Игровые кресла///Arozzi,VERNAZZA-WT,Arozzi,Arozzi Vernazza White ,,VERNAZZA-WT,кресло игровое,Vernazza ,,экокожа,черный-белый,регулируются,Высокая,до 165 градусов,145 кг,Есть,12 мес.,26 кг,28.5 кг,86 x 69 x 35 cm,28.5 кг
"VERONA-V2-BK/1.jpg///VERONA-V2-BK/2.jpg///VERONA-V2-BK/3.jpg///VERONA-V2-BK/4.jpg///VERONA-V2-BK/5.jpg///VERONA-V2-BK/6.jpg
",Игровые кресла///Arozzi,VERONA-V2-BK,Arozzi,Arozzi Verona - Black ,,VERONA-V2-BK,кресло игровое,Verona,,экокожа,черный,регулируются,Высокая,до 155 градусов,105 кг,Нет,12 мес.,19 кг,21 кг,83 x 65 x 32 сm,21 кг
"VERONA-V2-BL/1.jpg///VERONA-V2-BL/2.jpg///VERONA-V2-BL/3.jpg///VERONA-V2-BL/4.jpg///VERONA-V2-BL/5.jpg///VERONA-V2-BL/6.jpg
",Игровые кресла///Arozzi,VERONA-V2-BL,Arozzi,Arozzi Verona - Blue ,,VERONA-V2-BL,кресло игровое,Verona,,экокожа,черный-синий,регулируются,Высокая,до 155 градусов,105 кг,Нет,12 мес.,19 кг,21 кг,83 x 65 x 32 сm,21 кг
