Detailed image,Category,Product code,Производитель,Название,Описание,Артикул,Тип кресла,Серия,Модель,Материал сиденья,Цвет обивки,Подлокотники,Тип спинки,Откидывание спинки,Допустимая нагрузка (кг),Рост(см),Функция кресла-качалки,Ролики,Страна производитель,Гарантия,Вес,Weight
"OH:RE21:NY:NAVI/1.jpg///OH:RE21:NY:NAVI/2.jpg///OH:RE21:NY:NAVI/3.jpg///OH:RE21:NY:NAVI/4.jpg
",Игровые кресла///DXRacer,OH/RE21/NY/NAVI,DXRacer,Игровое компьютерное кресло DXRACER Racing OH/RE21/NY/NAVI,"Игровые кресла DXRacer серии Racing – настоящий бестселлер на рынке игровых и офисных кресел. Созданные изначально для киберспортсменов и ярых геймеров, кресла серии R быстро завоевали популярность среди тех, кому приходится длительное время проводить за компьютером. Именно кресла серии Racing наиболее часто используются на киберспортивных турнирах, а также являются выбором киберспортивных команд в качестве своих профессиональных брендовых кресел.

В креслах DXRacer R-серии с комфортом разместятся даже широкоплечие люди выше среднего роста и любого телосложения. Подлокотники кресла, в зависимости от модели, регулируются в трех или четырех плоскостях: по высоте и в продольном направлении, а также поворачиваются вокруг оси на определенный угол. К креслу DXRacer серии R можно прикрепить специальный подлокотник, позволяющий пользоваться мышкой на его поверхности.

Racing - одна из самых ярких серий кресел DXRacer. Кресла серии R имеют большое множество цветовых исполнений: от классических черно-белых до смелых розовых и фиолетовых.

Кресла R-серии обтянуты износостойкими и воздухопроницаемыми материалами, приятными на ощупь: эко-кожей, эко-кожей с карбоновыми вставками или комбинацией из ткани и эко-кожи. В комплекте с креслом идут две подушки анатомической формы: под шею и под поясницу. Их можно с легкостью зафиксировать на спинке кресла на необходимой вам высоте.

Помимо того, что спинка кресла DXRacer серии Racing имеет угол наклона до 170 градусов, кресло в зависимости от модели также оснащается одним из двух механизмов качания: Топ-Ган или мультиблок. Вся конструкция установлена на алюминиевой крестовине и оснащена пятью двухдюймовыми или трехдюймовыми прорезиненными колесиками. На конце каждого луча крестовины установлена рельефная накладка, предотвращающая скольжение ног.",OH/RE21/NY/NAVI,Игровое,R-серия «Racing».,RE21,PU-кожа,Черный/Желтый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,26 кг,26 кг
"OH:RE99:N/1.jpg///OH:RE99:N/2.jpg///OH:RE99:N/3.jpg///OH:RE99:N/4.jpg///OH:RE99:N/5.jpg///OH:RE99:N/6.jpg///OH:RE99:N/7.jpg///OH:RE99:N/8.jpg
",Игровые кресла///DXRacer,OH/RE99/N,DXRacer,Игровое компьютерное кресло DXRACER Racing OH/RE99/N,"Игровые кресла DXRacer серии Racing – настоящий бестселлер на рынке игровых и офисных кресел. Созданные изначально для киберспортсменов и ярых геймеров, кресла серии R быстро завоевали популярность среди тех, кому приходится длительное время проводить за компьютером. Именно кресла серии Racing наиболее часто используются на киберспортивных турнирах, а также являются выбором киберспортивных команд в качестве своих профессиональных брендовых кресел.

В креслах DXRacer R-серии с комфортом разместятся даже широкоплечие люди выше среднего роста и любого телосложения. Подлокотники кресла, в зависимости от модели, регулируются в трех или четырех плоскостях: по высоте и в продольном направлении, а также поворачиваются вокруг оси на определенный угол. К креслу DXRacer серии R можно прикрепить специальный подлокотник, позволяющий пользоваться мышкой на его поверхности.

Racing - одна из самых ярких серий кресел DXRacer. Кресла серии R имеют большое множество цветовых исполнений: от классических черно-белых до смелых розовых и фиолетовых.

Кресла R-серии обтянуты износостойкими и воздухопроницаемыми материалами, приятными на ощупь: эко-кожей, эко-кожей с карбоновыми вставками или комбинацией из ткани и эко-кожи. В комплекте с креслом идут две подушки анатомической формы: под шею и под поясницу. Их можно с легкостью зафиксировать на спинке кресла на необходимой вам высоте.

Помимо того, что спинка кресла DXRacer серии Racing имеет угол наклона до 170 градусов, кресло в зависимости от модели также оснащается одним из двух механизмов качания: Топ-Ган или мультиблок. Вся конструкция установлена на алюминиевой крестовине и оснащена пятью двухдюймовыми или трехдюймовыми прорезиненными колесиками. На конце каждого луча крестовины установлена рельефная накладка, предотвращающая скольжение ног.",OH/RE99/N,Игровое,R-серия «Racing».,RE99,PU-кожа,Черный,Регулируемые в 4 направлениях,Высокая,170 градусов,до 120 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,"23,2 кг","23,2 кг"
"OH:RH110:NWB/1.jpg///OH:RH110:NWB/2.jpg///OH:RH110:NWB/3.jpg///OH:RH110:NWB/4.jpg
",Игровые кресла///DXRacer,OH/RH110/NWB,DXRacer,Игровое компьютерное кресло DXRACER Racing OH/RH110/NWB,"Игровые кресла DXRacer серии Racing – настоящий бестселлер на рынке игровых и офисных кресел. Созданные изначально для киберспортсменов и ярых геймеров, кресла серии R быстро завоевали популярность среди тех, кому приходится длительное время проводить за компьютером. Именно кресла серии Racing наиболее часто используются на киберспортивных турнирах, а также являются выбором киберспортивных команд в качестве своих профессиональных брендовых кресел.

В креслах DXRacer R-серии с комфортом разместятся даже широкоплечие люди выше среднего роста и любого телосложения. Подлокотники кресла, в зависимости от модели, регулируются в трех или четырех плоскостях: по высоте и в продольном направлении, а также поворачиваются вокруг оси на определенный угол. К креслу DXRacer серии R можно прикрепить специальный подлокотник, позволяющий пользоваться мышкой на его поверхности.

Racing - одна из самых ярких серий кресел DXRacer. Кресла серии R имеют большое множество цветовых исполнений: от классических черно-белых до смелых розовых и фиолетовых.

Кресла R-серии обтянуты износостойкими и воздухопроницаемыми материалами, приятными на ощупь: эко-кожей, эко-кожей с карбоновыми вставками или комбинацией из ткани и эко-кожи. В комплекте с креслом идут две подушки анатомической формы: под шею и под поясницу. Их можно с легкостью зафиксировать на спинке кресла на необходимой вам высоте.

Помимо того, что спинка кресла DXRacer серии Racing имеет угол наклона до 170 градусов, кресло в зависимости от модели также оснащается одним из двух механизмов качания: Топ-Ган или мультиблок. Вся конструкция установлена на алюминиевой крестовине и оснащена пятью двухдюймовыми или трехдюймовыми прорезиненными колесиками. На конце каждого луча крестовины установлена рельефная накладка, предотвращающая скольжение ног.",OH/RH110/NWB,Игровое,R-серия «Racing».,RH110,PU-кожа,Черный/Белый/Синий,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,"26,2 кг","26,2 кг"
"OH:RH110:NWE/1.jpg///OH:RH110:NWE/2.jpg///OH:RH110:NWE/3.jpg///OH:RH110:NWE/4.jpg
",Игровые кресла///DXRacer,OH/RH110/NWE,DXRacer,Игровое компьютерное кресло DXRACER Racing OH/RH110/NWE,"Игровые кресла DXRacer серии Racing – настоящий бестселлер на рынке игровых и офисных кресел. Созданные изначально для киберспортсменов и ярых геймеров, кресла серии R быстро завоевали популярность среди тех, кому приходится длительное время проводить за компьютером. Именно кресла серии Racing наиболее часто используются на киберспортивных турнирах, а также являются выбором киберспортивных команд в качестве своих профессиональных брендовых кресел.

В креслах DXRacer R-серии с комфортом разместятся даже широкоплечие люди выше среднего роста и любого телосложения. Подлокотники кресла, в зависимости от модели, регулируются в трех или четырех плоскостях: по высоте и в продольном направлении, а также поворачиваются вокруг оси на определенный угол. К креслу DXRacer серии R можно прикрепить специальный подлокотник, позволяющий пользоваться мышкой на его поверхности.

Racing - одна из самых ярких серий кресел DXRacer. Кресла серии R имеют большое множество цветовых исполнений: от классических черно-белых до смелых розовых и фиолетовых.

Кресла R-серии обтянуты износостойкими и воздухопроницаемыми материалами, приятными на ощупь: эко-кожей, эко-кожей с карбоновыми вставками или комбинацией из ткани и эко-кожи. В комплекте с креслом идут две подушки анатомической формы: под шею и под поясницу. Их можно с легкостью зафиксировать на спинке кресла на необходимой вам высоте.

Помимо того, что спинка кресла DXRacer серии Racing имеет угол наклона до 170 градусов, кресло в зависимости от модели также оснащается одним из двух механизмов качания: Топ-Ган или мультиблок. Вся конструкция установлена на алюминиевой крестовине и оснащена пятью двухдюймовыми или трехдюймовыми прорезиненными колесиками. На конце каждого луча крестовины установлена рельефная накладка, предотвращающая скольжение ног.",OH/RH110/NWE,Игровое,R-серия «Racing».,RH110,PU-кожа,Черный/Белый/Зеленый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,"26,2 кг","26,2 кг"
"OH:RH110:NWO/1.jpg///OH:RH110:NWO/2.jpg///OH:RH110:NWO/3.jpg///OH:RH110:NWO/4.jpg
",Игровые кресла///DXRacer,OH/RH110/NWO,DXRacer,Игровое компьютерное кресло DXRACER Racing OH/RH110/NWO,"Игровые кресла DXRacer серии Racing – настоящий бестселлер на рынке игровых и офисных кресел. Созданные изначально для киберспортсменов и ярых геймеров, кресла серии R быстро завоевали популярность среди тех, кому приходится длительное время проводить за компьютером. Именно кресла серии Racing наиболее часто используются на киберспортивных турнирах, а также являются выбором киберспортивных команд в качестве своих профессиональных брендовых кресел.

В креслах DXRacer R-серии с комфортом разместятся даже широкоплечие люди выше среднего роста и любого телосложения. Подлокотники кресла, в зависимости от модели, регулируются в трех или четырех плоскостях: по высоте и в продольном направлении, а также поворачиваются вокруг оси на определенный угол. К креслу DXRacer серии R можно прикрепить специальный подлокотник, позволяющий пользоваться мышкой на его поверхности.

Racing - одна из самых ярких серий кресел DXRacer. Кресла серии R имеют большое множество цветовых исполнений: от классических черно-белых до смелых розовых и фиолетовых.

Кресла R-серии обтянуты износостойкими и воздухопроницаемыми материалами, приятными на ощупь: эко-кожей, эко-кожей с карбоновыми вставками или комбинацией из ткани и эко-кожи. В комплекте с креслом идут две подушки анатомической формы: под шею и под поясницу. Их можно с легкостью зафиксировать на спинке кресла на необходимой вам высоте.

Помимо того, что спинка кресла DXRacer серии Racing имеет угол наклона до 170 градусов, кресло в зависимости от модели также оснащается одним из двух механизмов качания: Топ-Ган или мультиблок. Вся конструкция установлена на алюминиевой крестовине и оснащена пятью двухдюймовыми или трехдюймовыми прорезиненными колесиками. На конце каждого луча крестовины установлена рельефная накладка, предотвращающая скольжение ног.",OH/RH110/NWO,Игровое,R-серия «Racing».,RH110,PU-кожа,Черный/Белый/Оранжевый,Регулируемые в  3 направлениях,Высокая,170 градусов,до 120 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,"26,2 кг","26,2 кг"
"OH:RH110:NWR/1.jpg///OH:RH110:NWR/2.jpg///OH:RH110:NWR/3.jpg///OH:RH110:NWR/4.jpg
",Игровые кресла///DXRacer,OH/RH110/NWR,DXRacer,Игровое компьютерное кресло DXRACER Racing OH/RH110/NWR,"Игровые кресла DXRacer серии Racing – настоящий бестселлер на рынке игровых и офисных кресел. Созданные изначально для киберспортсменов и ярых геймеров, кресла серии R быстро завоевали популярность среди тех, кому приходится длительное время проводить за компьютером. Именно кресла серии Racing наиболее часто используются на киберспортивных турнирах, а также являются выбором киберспортивных команд в качестве своих профессиональных брендовых кресел.

В креслах DXRacer R-серии с комфортом разместятся даже широкоплечие люди выше среднего роста и любого телосложения. Подлокотники кресла, в зависимости от модели, регулируются в трех или четырех плоскостях: по высоте и в продольном направлении, а также поворачиваются вокруг оси на определенный угол. К креслу DXRacer серии R можно прикрепить специальный подлокотник, позволяющий пользоваться мышкой на его поверхности.

Racing - одна из самых ярких серий кресел DXRacer. Кресла серии R имеют большое множество цветовых исполнений: от классических черно-белых до смелых розовых и фиолетовых.

Кресла R-серии обтянуты износостойкими и воздухопроницаемыми материалами, приятными на ощупь: эко-кожей, эко-кожей с карбоновыми вставками или комбинацией из ткани и эко-кожи. В комплекте с креслом идут две подушки анатомической формы: под шею и под поясницу. Их можно с легкостью зафиксировать на спинке кресла на необходимой вам высоте.

Помимо того, что спинка кресла DXRacer серии Racing имеет угол наклона до 170 градусов, кресло в зависимости от модели также оснащается одним из двух механизмов качания: Топ-Ган или мультиблок. Вся конструкция установлена на алюминиевой крестовине и оснащена пятью двухдюймовыми или трехдюймовыми прорезиненными колесиками. На конце каждого луча крестовины установлена рельефная накладка, предотвращающая скольжение ног.",OH/RH110/NWR,Игровое,R-серия «Racing».,RH110,PU-кожа,Черный/Белый/Красный,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,"26,2 кг","26,2 кг"
"OH:RH110:NWV/1.jpg///OH:RH110:NWV/2.jpg///OH:RH110:NWV/3.jpg///OH:RH110:NWV/4.jpg
",Игровые кресла///DXRacer,OH/RH110/NWV,DXRacer,Игровое компьютерное кресло DXRACER Racing OH/RH110/NWV,"Игровые кресла DXRacer серии Racing – настоящий бестселлер на рынке игровых и офисных кресел. Созданные изначально для киберспортсменов и ярых геймеров, кресла серии R быстро завоевали популярность среди тех, кому приходится длительное время проводить за компьютером. Именно кресла серии Racing наиболее часто используются на киберспортивных турнирах, а также являются выбором киберспортивных команд в качестве своих профессиональных брендовых кресел.

В креслах DXRacer R-серии с комфортом разместятся даже широкоплечие люди выше среднего роста и любого телосложения. Подлокотники кресла, в зависимости от модели, регулируются в трех или четырех плоскостях: по высоте и в продольном направлении, а также поворачиваются вокруг оси на определенный угол. К креслу DXRacer серии R можно прикрепить специальный подлокотник, позволяющий пользоваться мышкой на его поверхности.

Racing - одна из самых ярких серий кресел DXRacer. Кресла серии R имеют большое множество цветовых исполнений: от классических черно-белых до смелых розовых и фиолетовых.

Кресла R-серии обтянуты износостойкими и воздухопроницаемыми материалами, приятными на ощупь: эко-кожей, эко-кожей с карбоновыми вставками или комбинацией из ткани и эко-кожи. В комплекте с креслом идут две подушки анатомической формы: под шею и под поясницу. Их можно с легкостью зафиксировать на спинке кресла на необходимой вам высоте.

Помимо того, что спинка кресла DXRacer серии Racing имеет угол наклона до 170 градусов, кресло в зависимости от модели также оснащается одним из двух механизмов качания: Топ-Ган или мультиблок. Вся конструкция установлена на алюминиевой крестовине и оснащена пятью двухдюймовыми или трехдюймовыми прорезиненными колесиками. На конце каждого луча крестовины установлена рельефная накладка, предотвращающая скольжение ног.",OH/RH110/NWV,Игровое,R-серия «Racing».,RH110,PU-кожа,Черный/Белый/Фиолетовый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,"26,2 кг","26,2 кг"
"OH:RH110:NWY/1.jpg///OH:RH110:NWY/2.jpg///OH:RH110:NWY/3.jpg///OH:RH110:NWY/4.jpg
",Игровые кресла///DXRacer,OH/RH110/NWY,DXRacer,Игровое компьютерное кресло DXRACER Racing OH/RH110/NWY,"Игровые кресла DXRacer серии Racing – настоящий бестселлер на рынке игровых и офисных кресел. Созданные изначально для киберспортсменов и ярых геймеров, кресла серии R быстро завоевали популярность среди тех, кому приходится длительное время проводить за компьютером. Именно кресла серии Racing наиболее часто используются на киберспортивных турнирах, а также являются выбором киберспортивных команд в качестве своих профессиональных брендовых кресел.

В креслах DXRacer R-серии с комфортом разместятся даже широкоплечие люди выше среднего роста и любого телосложения. Подлокотники кресла, в зависимости от модели, регулируются в трех или четырех плоскостях: по высоте и в продольном направлении, а также поворачиваются вокруг оси на определенный угол. К креслу DXRacer серии R можно прикрепить специальный подлокотник, позволяющий пользоваться мышкой на его поверхности.

Racing - одна из самых ярких серий кресел DXRacer. Кресла серии R имеют большое множество цветовых исполнений: от классических черно-белых до смелых розовых и фиолетовых.

Кресла R-серии обтянуты износостойкими и воздухопроницаемыми материалами, приятными на ощупь: эко-кожей, эко-кожей с карбоновыми вставками или комбинацией из ткани и эко-кожи. В комплекте с креслом идут две подушки анатомической формы: под шею и под поясницу. Их можно с легкостью зафиксировать на спинке кресла на необходимой вам высоте.

Помимо того, что спинка кресла DXRacer серии Racing имеет угол наклона до 170 градусов, кресло в зависимости от модели также оснащается одним из двух механизмов качания: Топ-Ган или мультиблок. Вся конструкция установлена на алюминиевой крестовине и оснащена пятью двухдюймовыми или трехдюймовыми прорезиненными колесиками. На конце каждого луча крестовины установлена рельефная накладка, предотвращающая скольжение ног.",OH/RH110/NWY,Игровое,R-серия «Racing».,RH110,PU-кожа,Черный/Белый/Желтый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,"26,2 кг","26,2 кг"
"OH:RJ001:N/1.jpg///OH:RJ001:N/2.jpg///OH:RJ001:N/3.jpg
",Игровые кресла///DXRacer,OH/RJ001/N,DXRacer,Игровое компьютерное кресло DXRACER Racing OH/RJ001/N,"Игровые кресла DXRacer серии Racing – настоящий бестселлер на рынке игровых и офисных кресел. Созданные изначально для киберспортсменов и ярых геймеров, кресла серии R быстро завоевали популярность среди тех, кому приходится длительное время проводить за компьютером. Именно кресла серии Racing наиболее часто используются на киберспортивных турнирах, а также являются выбором киберспортивных команд в качестве своих профессиональных брендовых кресел.

В креслах DXRacer R-серии с комфортом разместятся даже широкоплечие люди выше среднего роста и любого телосложения. Подлокотники кресла, в зависимости от модели, регулируются в трех или четырех плоскостях: по высоте и в продольном направлении, а также поворачиваются вокруг оси на определенный угол. К креслу DXRacer серии R можно прикрепить специальный подлокотник, позволяющий пользоваться мышкой на его поверхности.

Racing - одна из самых ярких серий кресел DXRacer. Кресла серии R имеют большое множество цветовых исполнений: от классических черно-белых до смелых розовых и фиолетовых.

Кресла R-серии обтянуты износостойкими и воздухопроницаемыми материалами, приятными на ощупь: эко-кожей, эко-кожей с карбоновыми вставками или комбинацией из ткани и эко-кожи. В комплекте с креслом идут две подушки анатомической формы: под шею и под поясницу. Их можно с легкостью зафиксировать на спинке кресла на необходимой вам высоте.

Помимо того, что спинка кресла DXRacer серии Racing имеет угол наклона до 170 градусов, кресло в зависимости от модели также оснащается одним из двух механизмов качания: Топ-Ган или мультиблок. Вся конструкция установлена на алюминиевой крестовине и оснащена пятью двухдюймовыми или трехдюймовыми прорезиненными колесиками. На конце каждого луча крестовины установлена рельефная накладка, предотвращающая скольжение ног.",OH/RJ001/N,Игровое,R-серия «Racing».,RJ001,PU-кожа,Черный,Регулируемые в 4 направлениях,Высокая,170 градусов,до 120 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,26 кг,26 кг
"OH:RJ001:NB/1.png///OH:RJ001:NB/2.png///OH:RJ001:NB/3.png
",Игровые кресла///DXRacer,OH/RJ001/NB,DXRacer,Игровое компьютерное кресло DXRACER Racing OH/RJ001/NB,"Игровые кресла DXRacer серии Racing – настоящий бестселлер на рынке игровых и офисных кресел. Созданные изначально для киберспортсменов и ярых геймеров, кресла серии R быстро завоевали популярность среди тех, кому приходится длительное время проводить за компьютером. Именно кресла серии Racing наиболее часто используются на киберспортивных турнирах, а также являются выбором киберспортивных команд в качестве своих профессиональных брендовых кресел.

В креслах DXRacer R-серии с комфортом разместятся даже широкоплечие люди выше среднего роста и любого телосложения. Подлокотники кресла, в зависимости от модели, регулируются в трех или четырех плоскостях: по высоте и в продольном направлении, а также поворачиваются вокруг оси на определенный угол. К креслу DXRacer серии R можно прикрепить специальный подлокотник, позволяющий пользоваться мышкой на его поверхности.

Racing - одна из самых ярких серий кресел DXRacer. Кресла серии R имеют большое множество цветовых исполнений: от классических черно-белых до смелых розовых и фиолетовых.

Кресла R-серии обтянуты износостойкими и воздухопроницаемыми материалами, приятными на ощупь: эко-кожей, эко-кожей с карбоновыми вставками или комбинацией из ткани и эко-кожи. В комплекте с креслом идут две подушки анатомической формы: под шею и под поясницу. Их можно с легкостью зафиксировать на спинке кресла на необходимой вам высоте.

Помимо того, что спинка кресла DXRacer серии Racing имеет угол наклона до 170 градусов, кресло в зависимости от модели также оснащается одним из двух механизмов качания: Топ-Ган или мультиблок. Вся конструкция установлена на алюминиевой крестовине и оснащена пятью двухдюймовыми или трехдюймовыми прорезиненными колесиками. На конце каждого луча крестовины установлена рельефная накладка, предотвращающая скольжение ног.",OH/RJ001/NB,Игровое,R-серия «Racing».,RJ001,PU-кожа,Черный/Синий,Регулируемые в 4 направлениях,Высокая,170 градусов,до 120 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,26 кг,26 кг
"OH:RJ001:NE/1.png///OH:RJ001:NE/2.png///OH:RJ001:NE/3.png
",Игровые кресла///DXRacer,OH/RJ001/NE,DXRacer,Игровое компьютерное кресло DXRACER Racing OH/RJ001/NE,"Игровые кресла DXRacer серии Racing – настоящий бестселлер на рынке игровых и офисных кресел. Созданные изначально для киберспортсменов и ярых геймеров, кресла серии R быстро завоевали популярность среди тех, кому приходится длительное время проводить за компьютером. Именно кресла серии Racing наиболее часто используются на киберспортивных турнирах, а также являются выбором киберспортивных команд в качестве своих профессиональных брендовых кресел.

В креслах DXRacer R-серии с комфортом разместятся даже широкоплечие люди выше среднего роста и любого телосложения. Подлокотники кресла, в зависимости от модели, регулируются в трех или четырех плоскостях: по высоте и в продольном направлении, а также поворачиваются вокруг оси на определенный угол. К креслу DXRacer серии R можно прикрепить специальный подлокотник, позволяющий пользоваться мышкой на его поверхности.

Racing - одна из самых ярких серий кресел DXRacer. Кресла серии R имеют большое множество цветовых исполнений: от классических черно-белых до смелых розовых и фиолетовых.

Кресла R-серии обтянуты износостойкими и воздухопроницаемыми материалами, приятными на ощупь: эко-кожей, эко-кожей с карбоновыми вставками или комбинацией из ткани и эко-кожи. В комплекте с креслом идут две подушки анатомической формы: под шею и под поясницу. Их можно с легкостью зафиксировать на спинке кресла на необходимой вам высоте.

Помимо того, что спинка кресла DXRacer серии Racing имеет угол наклона до 170 градусов, кресло в зависимости от модели также оснащается одним из двух механизмов качания: Топ-Ган или мультиблок. Вся конструкция установлена на алюминиевой крестовине и оснащена пятью двухдюймовыми или трехдюймовыми прорезиненными колесиками. На конце каждого луча крестовины установлена рельефная накладка, предотвращающая скольжение ног.",OH/RJ001/NE,Игровое,R-серия «Racing».,RJ001,PU-кожа,Черный/Зелёный,Регулируемые в 4 направлениях,Высокая,170 градусов,до 120 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,26 кг,26 кг
"OH:RJ001:NO/1.jpg///OH:RJ001:NO/2.jpg///OH:RJ001:NO/3.jpg
",Игровые кресла///DXRacer,OH/RJ001/NO,DXRacer,Игровое компьютерное кресло DXRACER Racing OH/RJ001/NO,"Игровые кресла DXRacer серии Racing – настоящий бестселлер на рынке игровых и офисных кресел. Созданные изначально для киберспортсменов и ярых геймеров, кресла серии R быстро завоевали популярность среди тех, кому приходится длительное время проводить за компьютером. Именно кресла серии Racing наиболее часто используются на киберспортивных турнирах, а также являются выбором киберспортивных команд в качестве своих профессиональных брендовых кресел.

В креслах DXRacer R-серии с комфортом разместятся даже широкоплечие люди выше среднего роста и любого телосложения. Подлокотники кресла, в зависимости от модели, регулируются в трех или четырех плоскостях: по высоте и в продольном направлении, а также поворачиваются вокруг оси на определенный угол. К креслу DXRacer серии R можно прикрепить специальный подлокотник, позволяющий пользоваться мышкой на его поверхности.

Racing - одна из самых ярких серий кресел DXRacer. Кресла серии R имеют большое множество цветовых исполнений: от классических черно-белых до смелых розовых и фиолетовых.

Кресла R-серии обтянуты износостойкими и воздухопроницаемыми материалами, приятными на ощупь: эко-кожей, эко-кожей с карбоновыми вставками или комбинацией из ткани и эко-кожи. В комплекте с креслом идут две подушки анатомической формы: под шею и под поясницу. Их можно с легкостью зафиксировать на спинке кресла на необходимой вам высоте.

Помимо того, что спинка кресла DXRacer серии Racing имеет угол наклона до 170 градусов, кресло в зависимости от модели также оснащается одним из двух механизмов качания: Топ-Ган или мультиблок. Вся конструкция установлена на алюминиевой крестовине и оснащена пятью двухдюймовыми или трехдюймовыми прорезиненными колесиками. На конце каждого луча крестовины установлена рельефная накладка, предотвращающая скольжение ног.",OH/RJ001/NO,Игровое,R-серия «Racing».,RJ001,PU-кожа,Черный/Оранжевый,Регулируемые в 4 направлениях,Высокая,170 градусов,до 120 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,26 кг,26 кг
